Sample_ID,Sampling_date,Scribe_initials,Siever_1_initials,Siever_2_initials,Equip_mgr_initials,Lroot_empty_mass_g,rock_empty_mass_g,empty_sieve_mass_g,subsampling_start_time,total_wet_mass_w_sieve_g,all_ROOTS_freeze_time,RNA_A_freeze_time,RNA_B_and_C_freeze_time,S_DNA_mass_g,RESP_IS_mass_g,S_FM_mass_g,everything_cool_time,Lroot_full_mass_g,rock_full_mass_g,notes_during_collection_annotations,notes_during_transcription_AG,notes_during_transcription_EF,notes_during_collection_narritive,sieve_date,Lroot_photo_by,rock_photo_by,sieving_start_time,sieving_end_time,S_pH_mass_g,small_tin_mass_full_g,small_tin_mass_empty_g,large_tin_mass_full_g,all_set_to_dry_time,Animal_burrow_(Y/N),pre_trim_photo_by,post_trim_photo_by,removed_soil_mass_g,tube_length_cm,other_info_on_sample_tube (if present),Site,Core_ID,fraction,microsite,tnt,sample_bottom_depth,empty_tin_mass_g,field_moist_plus_tin_mass_g,air_dry_plus_tin_mass_g,oven_dry_plus_tin_mass_g,od_notes,FM_mass_g,AD_mass_g,OD_mass_g,AD_Factor,OD_Factor,diff,FM_moisture_percent,AD_moisture_percent,notes,Date.Measured,approx_soil_mass_g,CaCl2_mL,pH_1st_measurement,pH_2nd_measurement
DSC_099,fill_in_from_core_data_later,GDB / LB,LB,GDB,NA_to_YZ_samples,15.29,15.78,1637,9:50,4449,N/A,NA_to_YZ_samples,NA_to_YZ_samples,66.64,61.72,NA_to_YZ_samples,10.24,N/A,35.24,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Small piece of PVC embedded at deep end of sample from geoprobe. Part of shoe? photo by GB"" ; ""subsoil to 23cm, then sap rock to 46cm. 46-50cm pocket of soil, then sap rock again."" ; ""No roots""",20260621,N/A,GDB,10:04,10:20,11.21,57.92,3,2625,10:27,N,GB,LB,89.76,98.3,+shoe 10-15 UM,NEWT,U-M,300-400_cm,N1,tree,400,3,57.92,53.37,53.04,NA,54.92,50.37,50.04,0.9171522214129644,0.9111434814275308,0.00600873998543338,9.75219824140688,0.6594724220623467,NA,8/10/2026,3.89,7.8,5.24,5.27
DSC_027,fill_in_from_core_data_later,EF / AS,AS,EF,NA_to_YZ_samples,15.24,23,1640,15:47,2024,16:32,NA_to_YZ_samples,NA_to_YZ_samples,62.18,62.1,NA_to_YZ_samples,16:37,18.5,35.08,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"""loose topsoil"" is synonymous with burrow material ; unsure what ""1043-816g means. Most likley 816g is the weight of the sieve, so subtracting it from 1043 would result in the mass of just the burrow material ; EF orginally transcribed this as DSC_024. AG caught mistake and corrected to DSC_027 on 22 July 2026, verified with original copies.","""Powdery layer of surface soil coating ouside of sample, diferent color and contained grass seeds"" ; ""powdery brown organic material + top soil at 40.5cm, below is grainy dirt more yellow in color, [below] 45.6 cm [from the top] is darker in color and very dense"" ; ""1043-816g of loose topsoil.""",20260621,EF,EF,16:00,16:29,11.2,52.6,3,1043,16:42,Y,EF,EF,62.6,49.8,5-10,SOAP,B-H,150-200_cm,S3,tree,200,3,52.6,46.79,45.49,NA,49.6,43.79,42.49,0.8828629032258064,0.8566532258064516,0.02620967741935476,16.7333490232996,3.059543421981636,NA,8/10/2026,3.88,7.8,4.4,4.42
DSC_078,fill_in_from_core_data_later,EF,EF,AS,NA_to_YZ_samples,15.28,23.05,1649,13:28,1444,13:53,NA_to_YZ_samples,NA_to_YZ_samples,63.74,64.6,NA_to_YZ_samples,13:55,N/A,42,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Gray rock / sand all the way though with brown spots and some roots""",20260621,N/A,EF,13:30,13:48,11.78,52.85,3,441,1:57,N,EF,EF,131.47,32.1,10-11 -->,SOAP,B-E,300-400_cm,S1,tree,400,3,52.85,50.57,50.3,NA,49.85,47.57,47.3,0.9542627883650951,0.9488465396188565,0.0054162487462388,5.391120507399586,0.5708245243129031,NA,8/10/2026,4.46,8.9,5.25,5.26
DSC_021,fill_in_from_core_data_later,EF / AS,EF,AS,NA_to_YZ_samples,15.32,13,1659,17:05,1789,17:25,NA_to_YZ_samples,NA_to_YZ_samples,54.89,56.25,NA_to_YZ_samples,17:30,15.51,45.89,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"""This sample was coated in burrow material but processed as if it were just a regular soil sample.""","""Firmer on top 3-6cm"" ; ""diagonal horizon from light to dark"" ; ""Darker surface soil coating outside of sample contains organic mater and grass seeds""",20260621,EF,EF,17:10,no_data,10.95,53.31,3.03,776,17:32,N,EF,EF,49.26,47.7,5 --> 9,SOAP,B-S,150-200_cm,S2,no_tree,200,3.03,53.31,46.94,46.31,NA,50.28,43.91,43.28,0.8733094669848845,0.8607796340493238,0.01252983293556075,16.173752310536045,1.4556377079482334,NA,8/7/2026,3.63,7.3,5.08,5.07
DSC_050,fill_in_from_core_data_later,ND,SJS,ND,NA_to_YZ_samples,15.82,16.91,1654,13:21,2650,13:48,NA_to_YZ_samples,NA_to_YZ_samples,55.49,61.34,NA_to_YZ_samples,13:48,N/A,24.7,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"""Does not specify where nor in what way the color and texture change was present""","""Color and texture change""",20260621,SJS,SJS,13:27,13:34,11.45,51.73,3,858,13:51,Y,SJS,SJS,58.59,41.3,U-J shoe 0-5 ft,NEWT,U-J,100-150_cm,N2,tree,150,3,51.73,48.09,47.34,NA,48.73,45.09,44.34,0.9253026882823724,0.9099117586702238,0.0153909296121486,9.900766801984648,1.6914749661705006,NA,8/11/2026,4.13,8.3,4.99,4.96
DSC_042,fill_in_from_core_data_later,SJS / GDB,SJS,GDB,NA_to_YZ_samples,15.85,22.47,1650,9:41,4014,10:31,NA_to_YZ_samples,NA_to_YZ_samples,36.36,61,NA_to_YZ_samples,10:33,N/A,53.65,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Horizon change at 38cm""",20260621,N/A,EF,9:50,10:30,11.59,54,3.06,2223,10:38,N,EF,EF,105.71,92.6,U-Z + 5-10 shoe + extra to 300,NEWT,U-Z,200-300_cm,N1,no_tree,300,3.06,54,49,48.42,NA,50.94,45.94,45.36,0.9018453082057324,0.8904593639575972,0.0113859442481351,12.3015873015873,1.2786596119929416,NA,8/11/2026,4.27,8.5,4.95,5.33
DSC_126,fill_in_from_core_data_later,ND / SJS,ND,SJS,NA_to_YZ_samples,15.76,10.26,1643,14:05,2298,14:31,NA_to_YZ_samples,NA_to_YZ_samples,62.63,63.07,NA_to_YZ_samples,14:35,38.05,11.5,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""horizon change at 20 cm"" ; "" Lroot weighed in bag in cup""",20260621,SJS,SJS,14:09,14:32,11.2,50.73,3.07,485,14:38,N,SJS,SJS,62.93,35.7,N/A,NEWT,U-01,50-100_cm,N3,tree,100,3.07,50.73,47.83,47.7,NA,47.66,44.76,44.63,0.9391523289970626,0.9364246747796896,0.00272765421737297,6.789155276719681,0.2912838897602407,NA,8/11/2026,3.88,7.8,4.63,4.64
DSC_098,fill_in_from_core_data_later,SJS,EF,SJS,NA_to_YZ_samples,23.3,15.72,491,11:04,2985,11:57,NA_to_YZ_samples,NA_to_YZ_samples,36.44,60.68,NA_to_YZ_samples,11:58,23.6,35.47,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Unsure what ""xtra colm from tube + shoe seg 2"" means. I think sample 98 was split into two subsamples in diferent casings, each whith their own shoe, they were mixed and processed as one","""48cm horizon from dark + fine to corse + light""",20260621,EF,EF,11:19,no_data,10.76,50.77,3.04,2308,12:04,N,EF,EF,150.83,92.7,5-10ft U-M xtra colm from tube + shoe seg 2,NEWT,U-M,200-300_cm,N1,tree,300,3.04,50.77,46.44,45.88,NA,47.73,43.4,42.84,0.9092813743976532,0.8975487115021998,0.01173266289545349,11.414565826330533,1.3071895424836488,NA,8/10/2026,3.44,6.9,5.17,5.16
DSC_034,fill_in_from_core_data_later,EF / AS,EF,AS,NA_to_YZ_samples,15.26,23.06,1650,14:12,1793,N/A,NA_to_YZ_samples,NA_to_YZ_samples,68.52,68.29,NA_to_YZ_samples,14:27,N/A,156.75,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Gray rock/sand all throughout""",20260621,N/A,EF,14:30,14:24,11.97,53.84,3.05,668,14:31,N,EF,EF,230,49,N/A,SOAP,B-U,150-200_cm,S3,no_tree,200,3.05,53.84,51.74,51.36,NA,50.790000000000006,48.690000000000005,48.31,0.958653278204371,0.951171490450876,0.00748178775349484,5.133512730283593,0.7865866280273288,NA,8/7/2026,4.65,9.3,5.21,5.14
DSC_132,fill_in_from_core_data_later,EF / AS,EF,AS,NA_to_YZ_samples,15.26,23,823,14:52,1838,15:17,NA_to_YZ_samples,NA_to_YZ_samples,52.51,54.81,NA_to_YZ_samples,15:20,N/A,24.41,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"""no notes provided, check image of sample for additional information""",NA,20260621,N/A,EF,14:56,3:15,10.45,53.43,3,891,15:25,N,EF,EF,54.35,47,N/A,NEWT,U-02,150-200_cm,N3,no_tree,200,3,53.43,48.31,47.68,NA,50.43,45.31,44.68,0.8984731310727742,0.8859805671227444,0.01249256395002973,12.869292748433304,1.4100268576544372,NA,8/11/2026,3.13,6.3,4.83,4.86
DSC_029,fill_in_from_core_data_later,GDB,EF,GDB,NA_to_YZ_samples,15.76,22.97,492,13:33,2951,14:27,NA_to_YZ_samples,NA_to_YZ_samples,51.96,53.85,NA_to_YZ_samples,14:30,19.07,35.78,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Bin + gopher only = 700g"" ; ""Bin + all soil = 2951g"" ; gopher material from 19-28cm ; weighed separately then homogenized",20260622,GDB,GDB,13:48,14:26,11.11,51.81,3.04,2271,14:34,Y,EF,GDB,79.61,99.8,BH 10--> 15,SOAP,B-H,300-400_cm,S3,tree,400,3.04,51.81,44.04,43.24,NA,48.77,41,40.2,0.8406807463604674,0.8242772196022145,0.01640352675825296,21.318407960199004,1.9900497512437736,NA,8/11/2026,3.79,7.6,4.8,4.81
DSC_077,fill_in_from_core_data_later,GDB/EF,GDB,EF,NA_to_YZ_samples,15.73,23,491,11:57,2477,12:33,NA_to_YZ_samples,NA_to_YZ_samples,55.31,68.07,NA_to_YZ_samples,12:36,80.73,207,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"To reiterate, large mass of wood, possibly root tissue encapsulated a section of gray/white soil in brown soil on either end.","""Varried sub soil horizon"" ; ""high clay goes from 34cm to 57cm"" ; ""bounded onboth sides by verry large woody root"" ; ""total wet mass with side included soil from sample, shoe, bin, and root""",20260622,GDB,GDB,12:08,12:28,12.03,52.9,3,1578,12:39,N,EF,EF,124.94,77,N/A,SOAP,B-E,200-300_cm,S1,tree,300,3,52.9,49.86,49.36,NA,49.9,46.86,46.36,0.9390781563126251,0.9290581162324648,0.01002004008016033,7.635893011216564,1.078515962036238,NA,8/11/2026,4.71,9.4,5.34,5.39
DSC_022,fill_in_from_core_data_later,SJS,ND,SJS,NA_to_YZ_samples,15.85,16.96,490,13:08,2181,13:39,NA_to_YZ_samples,NA_to_YZ_samples,74.85,64.95,NA_to_YZ_samples,13:40,N/A,161.3,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,removed soil mass weighed on large scale ; PVC cutting component stuck in tube ; small amount of surface material coating top layer at 9cm from surface; leaving surface soil coating in the removed soil ; 63cm horizon transition apparent,20260622,N/A,SJS,13:21,13:38,11.21,60.96,2.9,1369,13:42,N,SJS,SJS,187,68.5,B-S,SOAP,B-S,200-300_cm,S2,no_tree,300,2.9,60.97,56.25,55.77,NA,58.07,53.35,52.870000000000005,0.9187187876700534,0.9104529016703978,0.0082658859996556,9.83544543219216,0.9078872706638864,NA,8/7/2026,3.89,7.8,5.29,5.27
DSC_017,fill_in_from_core_data_later,GDB / EF,EF,GDB,NA_to_YZ_samples,15.75,23,490,15:48,3014,16:20,NA_to_YZ_samples,NA_to_YZ_samples,50.91,66.32,NA_to_YZ_samples,16:30,19.31,190.64,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Two subsamples in their own case with their own shoe processed together. One of these shoes was mislabled and processed as a seperate sample the folowing day, see SDC_17-SHOE","""Sample split into two 400-453 & 454-505"" ; ""shallower sample- 46cm, deeper sample- 52cm"" ; large tin masses for shallow sample - 412+471 ; large tin masses for deeper sample - 651+657 ; ""No noticeable horizon changes, all yellowish sandy material""",20260622,GDB,GDB,15:59,16:15,11.68,53.2,3,2181,16:32,N,EF,EF,194.49,98,400-500 Y2,SOAP,B-F,400-500_cm,S2,tree,500,3,53.2,47.33,46.72,NA,50.2,44.33,43.72,0.8830677290836653,0.8709163346613545,0.01215139442231072,14.821591948764876,1.395242451967062,NA,8/11/2026,4.36,8.7,4.92,4.94
DSC_017-SHOE,fill_in_from_core_data_later,LB/GB,LB/GB,N/A,NA_to_YZ_samples,1.86,N/A,822,N/A,1011,N/A,NA_to_YZ_samples,NA_to_YZ_samples,N/A,N/A,NA_to_YZ_samples,N/A,3.06,LB,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""The shoe was originaly labeld as DSC 015 determined with photography to have been one of the shoes for DSC 017"" ; ""sieving for roots, recording bulk density, air drying remainder to recover later if desired"" ; ""One large dead root, nothing else, saprock material""",20260623,1.09,15:50,15:34,15:45,N/A,N/A,N/A,N/A,15:50,NA,N/A,N/A,N/A,7cm,B-F 260616 shoe from 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DSC_030,fill_in_from_core_data_later,ND / SJS,ND,SJS,NA_to_YZ_samples,28.87,15.79,490,15:02,2796,15:47,NA_to_YZ_samples,NA_to_YZ_samples,50.09,64.35,NA_to_YZ_samples,13:53,46.81,175.44,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Unclear why the cut sample was so much shorter than the capped one, also what became of the exploded sample?","""2 segments 2 shoes, one segment exploded in ziplock"" ; ""capped sample = 46.2cm / cut sample = 23.6cm"" ; Big root at 22cm, paralythic contact at 28cm",20260622,SJS,SJS,15:16,15:43,10.96,50.92,2.92,1939,15:58,N,SJS,SJS,84.31,46.2,BH 10-15ft / BH shoe 17ft refusal,SOAP,B-H,400-500_cm,S3,tree,500,2.92,50.92,44.2,43.52,NA,48,41.28,40.6,0.86,0.8458333333333333,0.01416666666666666,18.226600985221673,1.6748768472906397,NA,8/10/2026,3.64,7.3,4.96,4.96
DSC_040,fill_in_from_core_data_later,GDB / SJS / ND,GDB / SJS,ND,NA_to_YZ_samples,9.71,16.91,1644,10:14,2801,10:47,NA_to_YZ_samples,NA_to_YZ_samples,44.5,62.63,NA_to_YZ_samples,10:50,N/A,28.72,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,NA,20260622,N/A,SJS,10:20,10:44,11.54,56.38,3,933,10:51,N,SJS,SJS,48.32,40.5,Shoe 0-5,NEWT,U-Z,100-150_cm,N1,no_tree,150,3,56.38,52.29,51.61,NA,53.38,49.29,48.61,0.9233795428999624,0.9106406893967778,0.01273885350318471,9.81279572104506,1.3988891174655416,NA,8/11/2026,4.22,8.4,4.98,4.96
DSC_019,fill_in_from_core_data_later,ND / SJS,ND,SJS,NA_to_YZ_samples,14,15.78,1634,11:02,2323,11:34,NA_to_YZ_samples,NA_to_YZ_samples,54.56,60.57,NA_to_YZ_samples,11:37,23.33,19.54,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""worm found in sample, lots of bark? Lots of fine roots.""",20260622,SJS,SJS,11:10,11:31,10.94,55.25,3,544,1139,N,SJS,SJS,48.93,41.3,N/A,SOAP,B-S,50-100_cm,S2,no_tree,100,3,55.25,49.35,48.44,NA,52.25,46.35,45.44,0.8870813397129187,0.8696650717703349,0.01741626794258377,14.986795774647891,2.0026408450704305,NA,8/10/2026,3.62,7.2,5.09,5.01
DSC_055,fill_in_from_core_data_later,SJS,GDB,SJS,NA_to_YZ_samples,15.77,10.28,1641,9:33,2444,9:58,NA_to_YZ_samples,NA_to_YZ_samples,54.5,59.63,NA_to_YZ_samples,10:02,N/A,13.06,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Dark clay until 18cm, loos until 26.5cm, then more clay""",20260622,N/A,GDB,9:39,9:57,10.86,54.05,3.06,649,no_data,N,GDB,GDB,58.8,34,U-W w/shoe,NEWT,U-W,100-150_cm,N2,no_tree,150,3.06,54.05,50.5,49.9,NA,50.989999999999995,47.44,46.84,0.9303785055893312,0.9186114924495,0.01176701313983141,8.859948761742098,1.2809564474807889,NA,8/10/2026,3.54,7.1,4.76,4.77
DSC_010,fill_in_from_core_data_later,NJD / SJS,ND,SJS,NA_to_YZ_samples,9.64,10.24,1647,11:49,2475,12:16,NA_to_YZ_samples,NA_to_YZ_samples,63.37,64.32,NA_to_YZ_samples,12:20,10.29,11.39,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,No additional information given,"""Worms present, small""",20260622,SJS,SJS,11:53,12:14,11,55.67,3,652,12:21,N,SJS,SJS,29.57,40.5,N/A,SOAP,B-R,50-100_cm,S1,no_tree,100,3,55.67,50.33,49.46,NA,52.67,47.33,46.46,0.8986140117714068,0.8820960698689956,0.01651794190241118,13.366336633663368,1.872578562204041,NA,8/7/2026,3.68,7.4,4.98,4.88
DSC_130,fill_in_from_core_data_later,SJS,ND,SJS,NA_to_YZ_samples,9.64,16.92,824,16:05,1480,16:26,NA_to_YZ_samples,NA_to_YZ_samples,53.48,66.76,NA_to_YZ_samples,16:28,13.28,22.54,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,No additional information given,NA,20260622,SJS,SJS,16:01,16:20,11.37,50.91,2.9,509,16.29,N,SJS,SJS,67.74,35.3,U-02 0-5,NEWT,U-02,50-100_cm,N3,no_tree,100,2.9,50.91,47.86,47.41,NA,48.01,44.96,44.51,0.9364715684232452,0.9270985211414288,0.00937304728181631,7.863401482812852,1.0110087620759445,NA,8/7/2026,4.05,8.1,4.82,4.81
DSC_041,fill_in_from_core_data_later,ND/SJS,ND/SJS,SJS,NA_to_YZ_samples,28.82,15.76,1640,14:16,2869,N/A,NA_to_YZ_samples,NA_to_YZ_samples,68.7,60.91,NA_to_YZ_samples,14:43,N/A,19.8,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,No additional information given,NA,20260622,N/A,SJS,14:22,14:42,12.39,51.19,2.85,1064,14:45,N,SJS,SJS,102.04,49.7,U-2 5-10,NEWT,U-Z,150-200_cm,N1,no_tree,200,2.85,51.19,47.67,47.34,NA,48.34,44.82,44.49,0.9271824575920564,0.9203558129913116,0.00682664460074466,8.653630029220036,0.741739716790286,NA,8/11/2026,5.07,10.1,5.38,5.3
DSC_039,fill_in_from_core_data_later,LB/EF,EF,LB,NA_to_YZ_samples,15.26,23.18,825,16:50,1691,17:27,NA_to_YZ_samples,NA_to_YZ_samples,56.04,65.63,NA_to_YZ_samples,17:30,N/A,56.73,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,No additional information given,NA,20260622,N/A,LB,16:56,17:25,12,59.84,3,661,17:35,N,EF,EF,85.69,44.5,N/A,NEWT,U-Z,50-100_cm,N1,no_tree,100,3,59.84,56.27,55.63,NA,56.84,53.27,52.63,0.937192118226601,0.9259324419422942,0.01125967628430679,7.999239977199317,1.216036481094434,NA,8/7/2026,4.68,9.4,4.83,4.83
DSC_082,fill_in_from_core_data_later,SJS / ND,SJS,ND,NA_to_YZ_samples,13.95,10.29,827,16:46,1300,17:09,NA_to_YZ_samples,NA_to_YZ_samples,57.63,66.08,NA_to_YZ_samples,17:13,N/A,16,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,Potential burrow material included with rest of sample,"""Seems to be burrow material?"" ; """"burrow"" to 15cm then sollid rock""",20260622,N/A,SJS,16:47,17:09,12.54,54.15,2.89,305,17:15,?,SJS,SJS,35.72,17.8,SOAP B-R + shoe,SOAP,B-R,100-150_cm,S1,no_tree,150,2.89,54.15,49.44,48.78,NA,51.26,46.55,45.89,0.908115489660554,0.8952399531798674,0.01287553648068662,11.701895837873169,1.438221834822394,NA,8/10/2026,5.22,10.4,5.07,5.11
DSC_127,fill_in_from_core_data_later,LB,AS,LB,NA_to_YZ_samples,15.26,23,824,11:20,1754,12.02,NA_to_YZ_samples,NA_to_YZ_samples,69.03,61.07,NA_to_YZ_samples,12.02,N/A,42.42,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Material a bit narrower than sleeve, some empty space visible (maybe relevant for bulk density)"" ; ""Darker inside sample than outside, no horizons, lots of dead roots collected, only 1 woody root""",20260623,LB,LB,11:25,11:58,11.5,53.61,2.91,737,12.05,N,LB,LB,37.41,33.4,U-01 seg1 0-5ft,NEWT,U-01,100-150_cm,N3,tree,150,2.91,53.61,49.09,48.57,NA,50.7,46.18000000000001,45.66,0.9108481262327416,0.9005917159763313,0.01025641025641044,11.038107752956652,1.1388523872098342,NA,8/11/2026,4.18,8.4,4.71,4.73
DSC_015,fill_in_from_core_data_later,EF,AS,EF,NA_to_YZ_samples,16.16,15.85,488,14:28,3087,15:17,NA_to_YZ_samples,NA_to_YZ_samples,66.31,56.22,NA_to_YZ_samples,15:22,N/A,28.46,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Gradual shift from more red to more yellow"" ; ""sample fully coated in surface soil / burrow material but no pure burrow material found"" ; ""25 grams of burrow material removed from sample, then homogenized with the rest""",20260623,N/A,EF,14:46,15:13,11.36,53.85,2.84,2422,15:30,Y,EF,EF,66.2,96.5,"""+SHOE""",SOAP,B-F,200-300_cm,S2,tree,300,2.84,53.85,47.77,46.95,NA,51.010000000000005,44.93000000000001,44.11,0.8808076847676927,0.8647324054107037,0.01607527935698893,15.64271140330992,1.8589888914078607,NA,8/7/2026,4.04,8.1,4.83,4.83
DSC_025,fill_in_from_core_data_later,EF,EF,AS,NA_to_YZ_samples,15.82,15.77,821,13:38,1481,13:55,NA_to_YZ_samples,NA_to_YZ_samples,60.61,61.27,NA_to_YZ_samples,13:57,N/A,28.53,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""All surface soil, possibly animal burrow, brown powdery with grass seeds. Gradualy dencer from 50-->100 cm""",20260623,N/A,EF,13:45,13:53,11.46,53.5,2.83,484,13:58,Y,EF,EF,67.95,35.7,N/A,SOAP,B-H,50-100_cm,S3,tree,100,2.83,53.5,48.68,48.27,NA,50.67,45.85,45.440000000000005,0.9048746792974146,0.8967831063745807,0.00809157292283391,11.50968309859154,0.9022887323943586,NA,8/11/2026,4.14,8.3,5.11,5.12
DSC_101,fill_in_from_core_data_later,ND / SM,ND,SM,NA_to_YZ_samples,9.66,9.7,1643,14:55,3005,N/A,NA_to_YZ_samples,NA_to_YZ_samples,64.16,75.11,NA_to_YZ_samples,15:15,N/A,24,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Shoe is missing",20260623,N/A,ND,14:57,15:10,11.36,53.19,2.9,1234,15:18,N,ND,ND,135.52,61,w/shoe,NEWT,U-M,400-500_cm,N1,tree,500,2.9,53.19,49.25,49.07,NA,50.29,46.35,46.17,0.921654404454166,0.9180751640485186,0.00357924040564727,8.923543426467397,0.389863547758284,NA,8/11/2026,4.04,8.1,5.49,5.39
DSC_131,fill_in_from_core_data_later,EF / SJS,SJS,EF,NA_to_YZ_samples,16,16.23,821,12:47,1698,13:19,NA_to_YZ_samples,NA_to_YZ_samples,56.24,59.61,NA_to_YZ_samples,13:23,N/A,18.49,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,";No horizon, gradualy gets dencer from top to bottom;",20260623,N/A,EF,12:55,13:17,11.25,49.63,3,724,13:23,N,EF,EF,77.18,32,"""+Shoe""",NEWT,U-02,100-150_cm,N3,no_tree,150,3,49.63,45.28,44.77,NA,46.63,42.28,41.77,0.906712416898992,0.8957752519837014,0.01093716491529062,11.635144840794826,1.220971989466119,NA,8/10/2026,3.93,7.9,4.74,4.74
DSC_049,fill_in_from_core_data_later,EF,EF,GDB / SJS,NA_to_YZ_samples,15.84,15.82,1640,11:53,2533,N/A,NA_to_YZ_samples,NA_to_YZ_samples,68.67,65.08,NA_to_YZ_samples,12:34,N/A,30.56,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,NA,20260623,N/A,EF,12:00,12:30,12.49,55.05,2.94,714,12:37,N,EF,EF,45.88,44,U-J,NEWT,U-J,50-100_cm,N2,tree,100,2.94,55.05,50.49,49.49,NA,52.11,47.55,46.55,0.9124928036845136,0.8933026290539244,0.01919017463058914,11.944146079484414,2.148227712137486,NA,8/7/2026,5.27,10.5,5.06,5.07
DSC_097,fill_in_from_core_data_later,ND / SM,SM,ND,NA_to_YZ_samples,15.75,16.89,1652,13:42,2521,14:10,NA_to_YZ_samples,NA_to_YZ_samples,53.08,72.67,NA_to_YZ_samples,14:14,18.88,18.37,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"EF transcribed this sample ID as DSC_092 before or on 22 July 2026. AG caught mistake, verified on physical copies, and changed DSC_092 to DSC_097 on 22 July 2026.",NA,20260623,ND,ND,13:46,14:06,11.87,58.08,2.92,692,14:17,N,ND,ND,85.86,36.08,NA,NEWT,U-M,100-150_cm,N1,tree,150,2.92,58.08,55.08,54.66,NA,55.16,52.16,51.739999999999995,0.945612762871646,0.9379985496736766,0.00761421319796951,6.609972941631237,0.8117510630073478,NA,8/10/2026,4.55,9.1,4.88,4.9
DSC_075,fill_in_from_core_data_later,LB,AS,LB,NA_to_YZ_samples,15.27,23,822,12:19,1649,12:47,NA_to_YZ_samples,NA_to_YZ_samples,57.97,60.6,NA_to_YZ_samples,12:47,31.34,31.54,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,NA,20260623,LB,LB,12:21,12:43,11.27,53.66,2.95,634,12:49,N,LB,LB,76.19,31.5,B-E +shoe,SOAP,B-E,100-150_cm,S1,tree,150,2.95,53.66,48.56,48,NA,50.709999999999994,45.61,45.05,0.8994281206862553,0.8883849339380794,0.01104318674817594,12.56381798002219,1.2430632630410707,NA,8/7/2026,3.95,7.9,4.66,4.68
